"","listing_id","id","date","reviewer_id","reviewer_name","comments"
"1",20168,28186,"2010-03-02",70091,"Justin","The location of Sasha's B&B makes it ideal for short Amsterdam visits; everything you might want to see is walkable. 

We stayed in the smallest room of the building, which was o.k. for the one night we spent. Our room was neat and clean, as was the bathroom. If you travel with more luggage and want to stay longer, make sure to book a bigger room. Unfortunately, on the site it's not quite clear how to choose the room you'll be staying in.

"
"2",20168,59572,"2010-07-01",114288,"Jennifer","The room was much smaller than in the picture, was filled with Mosquitos and was very hot. However, the host was friendly and let us check in an hour early, as well as let us use another rooms shower when our room wasn't ready yet."
"3",20168,3568844,"2013-02-18",4701293,"Enrique","The place was much better than I thought. Very nice room and the host was very friendly. Actually I didn't make too much use of the room, just came back to collect my luggage. I guess that's Amsterdam, :-)."
"4",20168,9889567,"2014-01-17",10560656,"Francesca","La camera non era quella delle foto, ma nel complesso era molto carina ed accogliente con vista sulla strada principale.
Purtroppo il nostro problema più grande è che abbiamo avuto la visita di un piccolo topo di città sotto il letto una delle sere in camera. La pulizia era buona, e il propietario è stato premuroso e disponibile in piena notte per aiutarci a risolvere il problema. In ogni caso credo che sia giusto comunicarlo qui, se pur spero che l'episodio non si ripresenti più...
Il bagno e molto piccolo e non ha riscaldamento, in più la piccola finestra è sempre aperta quindi fare la doccia ci è rimasto un pò complicato perchè faceva davvero molto freddo.
La posizione è senz'altro ottima poichè permette di raggiungere ogni attrazione a piedi senza utilizzare i costosissimi trasporti pubblici. Coffee shop, ristoranti italiani e argentini, souvenir, cinema e casinò nelle vicinanze."
"5",20168,15747292,"2014-07-15",9308037,"Anastasya","Alex was a wonderful host, very nice. The room was cozy, great if you're just looking to spend a weekend in Amsterdam because the location is close to everything! "
"6",20168,19257167,"2014-09-09",14129314,"Jake","The reservation was canceled 52 days before arrival. This is an automated posting."
"7",20168,19764926,"2014-09-17",4225980,"Robert & Tina","The reservation was canceled 58 days before arrival. This is an automated posting."
"8",20168,21003565,"2014-10-09",14877752,"Eliza","My stay at Alex's apartment was everything I needed it to be! The room was in a great location, close enough to walk to all the main attractions. The room was fairly small however the bed and pillows were extremely comfortable. The only thing bad about the room was that it was situated on a main road and the traffic noise was very loud throughout the night. Other than that, had a pleasant stay. Thanks Alex! "
"9",20168,22435251,"2014-11-06",22375949,"Eugenia","Il soggiorno trascorso in questa stanza è stato delizioso, l'ambiente é piccolo ma ci si muove bene, il bagno è condiviso ma nella privacy e discrezione totale. Il proprietario ci ha dotato di tutto ciò di cui avevamo bisogno, asciugamani e lenzuola pulite, saponi, phon e tv in camera e sopratutto il wi-fi. È in pieno centro, a un passo da tutte le cose più importanti da vedere in città e per gli spostamenti ha la fermata del tram sotto casa. È il posto ideale per vivere un week-end romantico o con  amici ad Amsterdam! Lo consiglio a tutti per l' ottimo rapporto qualità-prezzo!!"
"10",20168,23214498,"2014-11-25",2683224,"Andreia","The room is really cosy and just in the middle of everything. Loved the location. Good shower and comfortable bed. Alex told us everything we needed to know when we arrived. Thank you for an excellent stay, Alex. We loved Amsterdam!"
"11",20168,24494592,"2014-12-29",24684928,"Louise","Really good room, just on the top of a small breakfast restaurant ! Perfectly located, just next to the Foam - we went there at the opening - and the flower market... Alex left guides for us and really welcoming. Thank you !"
"12",20168,24964784,"2015-01-04",10291565,"Veronica","The room is nice and in a very centric neighborhood. The bathroom is small but clean and functional. The room is really cosy and just in the middle of everything. Loved the location. Alex told us everything we needed to know when we arrived. Thank you for an excellent stay, Alex."
"13",20168,25266085,"2015-01-11",13073874,"Coline","The room is nice and in a very centric neighborhood. The bathroom is small but clean and functional. However this is not an ""airbnb"" sharing experience, we only saw Alex for 5 minutes when checked in so it's more of a hotel than a local house. Anyway we had a nice time there and can not complain aboout the service. Thanks Alex."
"14",20168,25382686,"2015-01-14",22619846,"Rebeca","Alugar um quarto com o Alex foi uma ótima experiência. 
O local é muito perto do centro de Amsterdam e de todas as outras coisas necessárias. 
Alex nos recebeu no horário combinado, nos mostrou o quarto, explicou tudo o que era necessário e nos deu um mapa da cidade.
Se voltar em Amsterdam, com certeza ficarei novamente em um dos quartos do Alex. "
"15",20168,25593387,"2015-01-20",23588641,"Martin","Awesome location in Amsterdam's city centre. Walking distance from every location, we did not use the tram in our whole stay.

The room is very comfortable and though it is in the city centre, at night you hear almost nothing from the outside."
"16",20168,26335529,"2015-02-09",19308683,"Joshua","The place is at a good location, near to the center.  The room was nice and quiet.  It has sturdy, hardwood floors, two locks for entry.  One lock is the main entrance, the other is for the room.  You get a key for both locks.

Two power strips for charging and other electrical needs.  Hangers and shelves to keep your clothes nice.  Flat screen monitor with remote control for entertainment.

The bed was very comfortable and kept me very warm through the cold night.

I would definitely stay here again.
"
