"","listing_id","id","date","reviewer_id","reviewer_name","comments"
"1",2818,1191,"2009-03-30",10952,"Lam","Daniel is really cool. The place was nice and clean. Very quiet neighborhood. He had maps and a lonely planet guide book in the room for you to use. I didnt have any trouble finding the place from Central Station. I would defintely come back! Thanks!"
"2",2818,1771,"2009-04-24",12798,"Alice","Daniel is the most amazing host! His place is extremely clean, and he provides everything you could possibly want (comfy bed, guidebooks & maps, mini-fridge, towels, even toiletries). He is extremely friendly and helpful, and will go out of his way to help you if needed, or just let you come and go as you please. Highly recommended!"
"3",2818,1989,"2009-05-03",11869,"Natalja","We had such a great time in Amsterdam. Daniel is an excellent host! Very friendly and everytime helpful. The room was cozy, comfortable, and VERY clean. Maps, towels, mini-fridge, coffee (very tasty) and tea supplies were provided. Bathroom with all the bathroom requires. Good location - next to the tram stop and it took just around 10-15 minutes to get to the city center.
Totally recommendable! "
"4",2818,2797,"2009-05-18",14064,"Enrique","Very professional operation. Room is very clean and comfortable. Location is close to tram or bus which take you to most of attractions. A great and helpful host who want to ensure you enjoy your stay.  "
"5",2818,3151,"2009-05-25",17977,"Sherwin","Daniel is highly recommended.  He provided all necessities (and actually went way beyond what's expected of a great host). His place is very clean.  It is also convenient to buses and trams which will take you around the city in minutes.  You will truly feel like a local here."
"6",2818,4748,"2009-06-29",20192,"Jie","Daniel was a great host! He made everything so easy for us! The room was super clean and well equipped, the beds were very comfortable! Daniel also gave us good advices,  tips and tools (maps, compass, umbrella..) for getting around the city. The place is located in the quiet neighbourhood so we are away from all the noises, but it is also very close to all the public transportations so getting into the city is fairly easy and fast. I highly recommend Daniele's place!

"
"7",2818,5202,"2009-07-07",23055,"Vanessa","Daniele is an amazing host! He provided everything that was needed to make our stay comfortable and easy! The rooms were clean and cozy; and he took the time to show us how to get around Amsterdam via public transportation or riding around on bicycles. You truly do feel like a local when staying with Daniele!!
"
"8",2818,9131,"2009-09-06",26343,"Katja","You can´t have a nicer start in Amsterdam. Daniel is such a great and welcoming host. The room was really light and charming, so well decorated. Daniel has a great sense of hospitality, he even helped with our luggage and gave us maps and a travelguide. He´s very open minded and helpful. We had a great time, we would stay with him again anytime we´re back in Amsterdam. Daniel made sure we had everything for a great trip, thanks again for the bikes! Hope to see you soon, Daniel!"
"9",2818,12103,"2009-10-01",40999,"Marie-Eve","Daniel was a fantastic host. His place is calm and clean, and he provided so much information on how to enjoy the amazing city of Amsterdam. Should I return to the city, his place will be my first choice! "
"10",2818,16196,"2009-11-04",38623,"Graham","Daniel was great. He couldn.t do enough for us. He has gone to a lot of trouble and added every little touch to his apartment. He can speak 5 languages so that should not be a problem for anyone.
The accomation had everything we needed and was very convienient to the bus and tram."
"11",2818,18095,"2009-11-23",48138,"Klaus","Daniel has been more then a great host: it was like having an home in Amsterdam!
If friendliness and kindness were not enough, the house was super clean and he provided all the things needed for our staying: maps, timetables, suggestions and tips, even bicycles! The location is easy to get to and from the station and the city center, 24h/24h connection, with a relaxing and serviced neighborhood. And don't worry, he speaks 5 languages if you mind having communication problems. Hope to find other guest like him in the future!"
"12",2818,18286,"2009-11-25",55661,"Michael","Daniel's apartment and room was spotless. Daniel was very friendly throughout our correspondence and was even waiting for me outside his place when I arrived (late). The apartment is very convenient to the center of the city, and an easy walk to the transportation stops. Daniel is well prepared for any guest, providing me with maps and bus schedules. I would not hesitate to stay here again. Daniel is wonderful host."
"13",2818,24925,"2010-01-27",33284,"Araz","Daniel was an exeptional host!! We only had a short stay in Amsterdam but Daniel was extremely helpful as he had all the local transport timetables mapped out and ready for us to use. His place was very clean and comfortable. Daniel was incredibly accommodating on our last day in Amsterdam. Our flight wasn't till the evening and he was kind enough to let us leave our luggage for the day and return to pick them up before our flight. TOTALLY, TOTALLY, TOTALLY recommend Daniel's place next time you visit Amsterdam."
"14",2818,31154,"2010-03-24",82918,"Natalie","No amount of praise for Daniel would be corny or excessive.  His place was comfortable and wonderful, and he is an incredibly friendly and accommodating host.  I felt cleaner, safer, and happier than at any hotel.  A friend and I stayed here, and we loved having the twin beds in the same room.  The shower was luxurious and clean, and Daniel provided us with maps, restaurant recommendations, bikes, and tea service!  I just asked my travel companion ""What else can I say about Daniel's place?"" and he was like, ""OH MAN!  It's one thing to expect breakfast from a B&B, and it's quite another to be chez Daniel.  His command of the nuances of hosting are unmatched."""
"15",2818,35916,"2010-04-16",97200,"Ludovic","It's the perfect place: clean, safe, noiseless, with a perfect owner.  Moreover with the hash from Island, we were stucked in amstedam and daniel help us a lot. So thanks you Daniel. If you have to come to Amsterdam, choose the Daniel's place and you will enjoy your holidays."
"16",2818,36774,"2010-04-19",103149,"Faisal","When you reach at Dainel place, be sure that all things are ready to greet you. May it be meticulously made room or spick & span bathroom or well-thought-of information on ""Things To Do"" along with relevant maps & transportation schedule to explore the city to the fullest. Nothing misses out from Daniel's radar.
His pleasing personality with great asthetic sense is just an icing on the cake.We would definately stay with him again.Thanks again for making us feel at home."
"17",2818,39856,"2010-05-03",112391,"Rickey","Daniel is a terrific host, like one of the other people stated Danile provided me with great maps and recommendations. I would stay with Daniel again anytime. "
"18",2818,45708,"2010-05-24",79479,"David","Daniel was a fantastic host and we would absolutely stay again with him. Everything was as advertised and you can easily get anywhere from his apartment. "
"19",2818,48766,"2010-06-01",99878,"Josh And Alan","Our stay with Daniel was truly one of the highlights of mine and my partner's whirlwind European tour. Not only was the room smashingly decorated (a great example of modern Dutch living), spotlessly clean and serenely comfortable {think Zen), but having Daniel as a point of reference was our key to discovering the city. From the get-go he freely offered advice whenever we had questions about where to go or what to do in Amsterdam. 

The room is located at quite a distance from the heart of the city, but we didn't find this hindering. We were able to get to the center in a snap with the two bikes Daniel has available for a minimal charge or via any of the train or bus stops located within a stones throw of his front door. There are plenty of restaurants, cafes and groceries in the area. And staying here is also a great way to see how the locals are living.

I would recommend Daniel's residence to anyone looking for a smart, affordable alternative to hotels or hostels. As a gay couple especially we found him extremely welcoming. 

P.S. You can check my YouTube page for videos of our stay in Amsterdam, which includes a peek into the room: (Website hidden by Airbnb)"
"20",2818,54108,"2010-06-17",131821,"Amelia","Daniel was very accomodating and friendly. It was a little pricey for what it was. The bed was smaller than a dormitory bed, and as a college student, I would know. The neighborhood seemed relatively safe but I did get hassled a few times outside of the apartment. Overall, I was impressed but I probably would stay closer to the city center in the future."
"21",2818,54654,"2010-06-19",97097,"Jenn","Daniel's place was great! We got so much relaxing in. We loved staying there are really appreciated his great hospitality! He gave us great tips on getting around etc. I would recommend his place to anyone traveling to Amsterdam."
"22",2818,58048,"2010-06-27",147769,"Andrew","Just a short note - my first experience with AirBnB was with Daniel and it was stellar.  Exactly as indicated and advertised, the service was exemplary.  As a person who does a lot of business travelling, I found Daniel to be an informed and professional host.  Much better service than harried business travellers normally recieve.  For example he answered many questions about the local transportation, the scene, and the best way to spend our time.  He also arranged for bikes which is undoubtedly the best way to see the city.  I highly recommend Daniel to anyone considering a trip to Amsterdam, the experience was completely positive."
"23",2818,62552,"2010-07-08",15745,"David","Daniel was an exceptional host!  I was primarily happy because of the following 3 characteristics:

1) Friendliness and knowledgeability of the host -- Along with my reservation I received very carefully laid out instructions to arrive at Daniel's doorstep and he was right there waiting for me when and where he said he would be.  One evening Daniel invited me to drink a beer with him and he shared his personal story about arriving in Amsterdam years ago and what attracted him to the city.  We also spent time talking about the culture of Holland and how its position as a trading port influenced the ideals of the city.  Daniel had good recommendations for how and when to see various tourist spots and had some alternative recommendations (local pools, bibliotech (library), etc...).

2) Cleanliness of the place -- Daniel's apartment is spotless.  The particular room was very well cared-for and had all of the accessories needed.

3) All the ""little extras"" -- Daniel opened a fresh pair of slippers for me upon arrival.  He also had a nicely laid out tea/coffee set in the room, 3 different tour books about Amsterdam which helped me plan my days, a plastic map which I could carry throughout the adventures, a bicycle available to rent, matching set of shampoo/conditioner/lotion in the bathroom, etc...  an adapter for my US plugs.  Everything was well thought-out and Daniel gave a lot of attention to make sure that the visit was superb."
"24",2818,73222,"2010-08-03",164729,"Michel","Daniel is a great host. He is a very sweet and courteous person and he seems to truly enjoy hosting guests. His apartment is very tidy and clean and it's not often that you come across such a clean and well organized place (you would have to go 4 stars or higher!). He provides everything the guests could think of (or at least that I can think of): bikes, towels, shampoo, conditioner, shower cap, different maps, guides etc. and he will always be of service when information or recommendations are needed. Daniel is very easy to deal with and it was a pleasure to stay with him.
Thank you Daniel."
"25",2818,74084,"2010-08-05",171625,"Lezle","We spent two nights at Daniel's and very much enjoyed it. Early on, he e-mailed very explicit directions on how to reach his home and upon reaching there, he had maps and travel guides handy and was available to answer any questions. The room was quiet, comfortable, and meticulous. His place is a bit out of the central area of Amsterdam, but is easily accessible by tram. It was also nice to be away from the crowds and in a local neighborhood. We would thoroughly recommend his place and would stay again when in the area!"
"26",2818,87063,"2010-08-30",175043,"Andrew","Daniel was an excellent host, and I whole heartedly recommend his accomodations. He is pleasant, the place was very clean, and the location was perfect - a 10-15 minute bus or metro ride to downtown and quiet in the evening. On my next visit to Amsterdam, I would absolutely stay with Daniel again. "
"27",2818,91025,"2010-09-06",105289,"Nadia","Daniel is a fantastic host who cares about the details of his guest's stay in Amsterdam. He was a blessing when it came to getting directions of where we needed to go. He definitely comes excellently-recommended!"
"28",2818,94243,"2010-09-10",202035,"Agam","Daniel's setup was very good.  Like other reviewers have said before, he has a lot of nice little touches and everything is extremely well thought out in providing a seamless experience for his guests.  

Daniel himself was really nice and accommodating.  He helped me figure out all my public transportation needs, weather predictions and requests.

His place is clean and near lots of different tram lines, so you can get pretty much anywhere.  Also he seems to work around your schedule in terms of cleaning the room and letting you use the shower, etc.  So it's just really comfortable in that regard where you don't feel like you are imposing too much.

There are also some food options around his apartment to grab some food late at night which is always handy.  Would definitely stay there agin."
"29",2818,97728,"2010-09-15",211004,"Alexandra","Our stay at Daniel was awesome. He has a beautiful flat which is very tidy and neat. The room to rent is also very nice. It has two comfy beds and a wardrobe. Daniel also provides a private kettel, a range of tea and coffee. There are also towels for which Daniel provides a special space in the bathroom. 
What was outstanding, was that Daniel also lent us two of his bikes. This was most helpful as we hadn't to figure out the public transport and were free to discover Amsterdam by bike. Even if you would have to take the bus or tram the appartment is located idealy to various stops. "
"30",2818,105516,"2010-09-26",217961,"Sam","my stay with Daniel was truly one of the highlights of of my visit to amsterdam. Not only was the room smashingly decorated (a great example of modern Dutch living), spotlessly clean and serenely comfortable , but having Daniel as a point of reference was my key to discovering the city. From the get-go he freely offered advice whenever i had questions about where to go or what to do in Amsterdam. The room is located at quite 15 minut from the heart of the city, but i didn't find this hindering. i was able to get to the center in 15 minut. also the bus stop is only 3 minut walk from the house . There are plenty of restaurants, cafes and groceries in the area. And staying here is also a great way to see how the locals are living. I would recommend Daniel's residence to anyone looking for a smart, affordable alternative to hotels or hostels.definetly will be goin there again thank you daniel so much for everything u done for me to make my stay very confortable..  

"
"31",2818,112271,"2010-10-05",227259,"Diana","Daniel makes his guests feel completely welcome,  he checks in to make sure you are having a great time and if you need anything further. He is always available by phone. The room is well appointed with maps and information to get you around the Amsterdam seamlessly.  The room is nicely decorated and very clean with a armoire for your clothes so you don't need to live out of your suitcase. I would definitely stay at Daniel's again.  I had a great time."
"32",2818,114145,"2010-10-08",224147,"Sylvia","Daniel's place was without a doubt the most rewarding of our trip to Europe. His attention to details and kindness make his place an excellent alternative for those considering a bed and breakfast in Amsterdam
I strongly advise to consider his place: Great location, an affordable price, a clean and organized room and a great host. What else can you ask for?
Thanks Daniel
Hope to see u soon!"
"33",2818,117153,"2010-10-12",216750,"Darlo","My sister and I had a awesome experience in Amsterdam and it all started with Daniel, his graciousness as a host - helping us find his quiet apartment, his tea and conversations, maps, comfortable room and accommadations. We would definately stay at Daniel's the next time we visit Amsterdam. "
"34",2818,126525,"2010-10-25",241053,"Roberto","Staying st Daniel's was flawless, everything was perfect. Daniel has everything well organized and well planned for the guests. He provides maps and books of Amsterdam, and he is always available for any help you might need.

The room is very quiet, and well decorated, very clean.
He provides the room with towels, tea, coffee and a wardrobe.

I felt very comfortable, I would stay again. "
